happy birthday , <allcaps> lost </allcaps> ! / <hashtag> lost </hashtag> <hashtag> dharma initiative </hashtag> <hashtag> 12 years </hashtag> <hashtag> 2 2 september2004 </hashtag> <hashtag> oceanic 815 </hashtag>	0
people too weak to follow their own dreams will always find a way to discourage yours .	-2
<user> sadly beautiful photo .	-2
<user> peanut butter ? <repeated> you some kinda pervert ? <repeated>	-2
my baskets are better when i am in a bad mood someone irritate me before practice please	-2
remember : the life you have is a blessing for <hashtag> god </hashtag> . make it a joyful experience regardless of the odds . <allcaps> gby </allcaps>	1
<user> fucked my coupon that goal !	-1
it ' s always depressing to sort wordpress plugin recommendations not by ' best ' but by ' least offensive in terms of premium features . '	-3
<user> <user> and it ’ s gleeful because they ’ re so inspired , so convinced they ’ re winning and at last have their strongman	0
catering channel ' s at the height technics hearty enjoyment symptomatize : vrlfeyrn	1
<user> the best revenge is to get yourself a good woman and move on . leave her and her hairline to figure themselves out alone	0
<user> the forth character ? no . <repeated> not gleeful enough . <repeated>	-1
my view of the human being is as a dynamic expression of the cosmos we exist within <hashtag> humanism </hashtag> <hashtag> awe </hashtag>	0
<user> <allcaps> yesyesyes </allcaps> like jd is the closest cahracter that is similar to blaine ! <repeated> the optimism and ability to crack tough characters	1
<user> <user> yeah , they figured that ornaments are way more wanted than spektar and desolate gear . well they thought right .	0
hey <allcaps> nascar </allcaps> fans . are you going to the race in loudon this weekend ? why not stop by new day diner for a great hearty breakfast before you go	1
love your new show <user>	1
<user> ' oh ! ' almost with odd cheerfulness , big boss offers : ' muzzle flash blinding . accidental by the guy who became my best friend . '	0
<user> <user> <user> easy , breezy , beautiful . <repeated>	2
being in the countryside all day was so pleasing	3
<user> you asshole . <repeated> you made me sexually attacked to a animated bear <tong>	-2
<user> <user> they are both pretty awful when you look at them historically	-2
<user> those sparkling looks like a gay vampire :beaming_face_with_smiling_eyes:	1
what do aquila , ajahnae , and euriechsa have in common besides ridiculously stupid , horrible , ugly , god awful names ? tracey <allcaps> is not </allcaps> their father	-2
<user> aww thank you ! <repeated> i am definitely feeling much better today and your messages cheer me up too :smile:	2
the t . i / shawty lo beef is one of the more underrated ones in hip - hop history . chock - full of wit , bravado and hilarity .	1
and you as well ! <hashtag> sparkling </hashtag> <user> <user> <user> <user> <user> <user>	1
<user> ball watching & rojo ' d header was equally dreadful ! <repeated>	-2
for every minute you are angry you lose sixty seconds of happiness . - ralph waldo emerson <hashtag> quote </hashtag>	1
<user> <hashtag> charlotte protest </hashtag> do u <hashtag> wait </hashtag> <number> the facts <hashtag> video </hashtag> or do u <hashtag> hate </hashtag> now ask questions later <hashtag> protest </hashtag> <hashtag> police shootings </hashtag> <hashtag> suggestions </hashtag>	0
please bear with me , i am not twitter savvy :squinting_face_with_tongue: in real life i am a facebook person . help me gain followers :nerd_face: <hashtag> blog </hashtag> <hashtag> self help </hashtag>	0
and here we go again :downcast_face_with_sweat:	-2
i found <hashtag> marmite </hashtag> in australia . ` <happy> <hashtag> happy </hashtag>	3
misery loves company . the church ought to be a place where it finds none . \ n - pastor kris theobald <hashtag> joy </hashtag> <hashtag> rejoice </hashtag>	1
does this blow your mind as much as it blew mine , or did i just sexually harass someone ? <hashtag> whoa </hashtag> <hashtag> mindblown </hashtag> <hashtag> huh </hashtag> <hashtag> setback </hashtag> <hashtag> fright </hashtag> <hashtag> mad as hell </hashtag> :face_with_tears_of_joy:	2
<user> <user> he has <allcaps> bad temperament </allcaps> <hashtag> hissy fits </hashtag>	-2
<user> looking like <user> in his heyday	0
<user> they ain ' t going away , and i do not want to see them hurt ; changing hearts / minds is really our only option , no ?	-2
i am doing laundry and watching that <number> ' s show with a bunch of strangers . <hashtag> birthday </hashtag> <hashtag> to </hashtag> <hashtag> me </hashtag>	0
that ' s my breezy breezy breezy that ' s my breezy that ' s my buzzin <elongated> .	1
never <hashtag> make </hashtag> a decision when you are . <repeated> <hashtag> angry </hashtag> >_< . <repeated> and never make a <hashtag> prom is </hashtag> when you are <hashtag> happy </hashtag> <happy> <kiss>	0
<user> you made me cry and shake to the point where my parents had to calm me down and give me calming tablets . <repeated>	-3
a delight to be at the lane tonight and witness the debuts of some young talent that could be the backbone of our club ! <repeated> <hashtag> coys </hashtag>	3
i can never find the exact <hashtag> emoji </hashtag> that i am after at the exact moment that i need it <hashtag> panic </hashtag>	-2
<user> ah , but once i got it to work , there was much rejoicing ! lol thanks will get it to do taht now .	3
. <repeated> wakes up and says ' have you tried changing her nappy ? ' :pouting_face: :oncoming_fist: 🏼 ! <repeated>	-2
praying for the <hashtag> lord </hashtag> to keep <hashtag> anger </hashtag> <hashtag> hate </hashtag> <hashtag> jealousy </hashtag> away from your heart is a sign of <hashtag> maturity </hashtag> <hashtag> conciseness </hashtag>	-1
never let me see you frown	-1
<user> your ux online is appalling ! no clear save button , not being able to use any generic <allcaps> tld </allcaps> ' s <hashtag> unhappy </hashtag>	-3
<user> more of a hearty italian man myself	0
<user> <user> not a word about terrorism .	0
<user> we have had no foreign policy but have had goofy secretary of state john kerry with his devil may care pose and jaunty blue scarf .	0
very long day . thank goodness for bake off to brighten up a weary wednesday :smiling_face: <hashtag> gbbo </hashtag>	0
when you wake up from a dream laughing at something stupid , and that makes you laugh more <hashtag> hilarious </hashtag>	3
hope was an instinct only the reasoning human mind could kill . an animal never knew despair .	-1
<user> don king is an insult to the intelligence of the black community . what are these people thinking ?	-3
<user> my first time watching your vids and i died of laughter . keep this up dude	3
<user> <user> its okay to be trans just rejoice with the trans in the trans way . by the way it ' s not your business , so why care ?	0
omg i actually thought she was going to jump . <hashtag> south park 20 </hashtag> <hashtag> south park </hashtag>	-2
<user> glad to see that you are having fun in the sun . water sports are always fun , challenging , and exhilarating . <hashtag> happiness </hashtag> <hashtag> beauty </hashtag>	3
this whole <hashtag> van re </hashtag> + extradition might turn into a pandora ' s box . jt has no idea about that murky corrupt guanxi in china ; toad vs dada <wink>	-2
body is sleepy but the mind is active . so sad . <repeated> have to get ready for work in <number> minutes . damn ! <hashtag> restless </hashtag>	-3
the <allcaps> lord </allcaps> your god is in your midst — a warrior bringing victory . he will create calm with his love ; he will rejoice over you with singing .	1
<hashtag> personal development </hashtag> \ n \ ntoday is a gift , that ' s why it ' s called the present . <repeated> <hashtag> happiness </hashtag> <hashtag> optimism </hashtag> <hashtag> entrepreneur </hashtag> <hashtag> personal development </hashtag> …	3
nice idea collect all relevant socialmedia in one - but dont be automatic pls <hashtag> world s app </hashtag> :right_arrow: <hashtag> chirp </hashtag> <hashtag> apps world </hashtag> <hashtag> social media </hashtag> <user> merci :balloon:	0
i can never find the exact <hashtag> emoji </hashtag> that i am after at the exact moment that i need it <hashtag> nuclear </hashtag> <hashtag> missiles </hashtag> . \ n \ n <hashtag> indian army </hashtag>	-2
brendan rodgers looks fuming :loudly_crying_face:	-2
<user> cn seems like you only appreciate good reviews . no apologies to my concern years ago .	-2
my friend just messaged me ' ugh i am so hungry i can not wait for breakfast ' <hashtag> social media </hashtag> <hashtag> wine wednesday </hashtag> <hashtag> hilarious </hashtag> <hashtag> funny </hashtag> <hashtag> laughing </hashtag> <hashtag> happy </hashtag>	3
i am always ready to <hashtag> smile </hashtag> .	2
<user> any time a man who got paid to throw temper tantrums speaks up , you gotta listen .	-2
<user> it ' s the irritation of not having found the corpse	-3
like i said :right_arrow: there ' s plenty of cheddar in the cheese to go around ! for everyone . :smiling_face: <hashtag> smile </hashtag>	2
<user> i am <hashtag> mad </hashtag> that my brother is <hashtag> sad </hashtag> ! feel better bub !	-2
<user> it ' s so sad ! there ' s always such optimism with a new year . this is . <repeated> not good . <user> <user>	-2
one thing i can say is that you kept me smiling	3
it ' s meant to be ! <repeated>	0
your lion ' s heart \ nwill protect you under stormy skies \ nand i will always be listening for your laughter and your tears	1
lets get this astros / a ' s game going already ! we are going to need all <number> of you in attendance to cheer the a ' s to victory !	0
well that was exhilarating . i did not know you could have goosebumps for <number> hrs 5 m straight .	2
bet pawpaw is having a good time rejoicing up in heaven for his first birthday there !	0
vincent looking super lively boy . <repeated> hattrick perhaps lol	1
in health we did a think about depression and now i feel like i have it	-2
<user> what happened to the suicide tweet it was a joke obviously how could that offend anyone ? :thinking_face:	-1
<allcaps> i hate </allcaps> little girls :pouting_face: :pouting_face: got a lot off growing up to do ! <repeated> <hashtag> fuming </hashtag>	-3
<user> i am working on a feature right now about the preponderance of awful owners who are at war with fans . so many to choose from .	-2
it take so little to make a child ' s life joyful , why do we work so hard to make their lives hell ? <user> peace	0
omg i am outside making beats with garageband and some little birds decided to chirp along （ ≧ ∇ ≦ ）	0
<user> sadly his best days are behind him	-2
<user> <user> only offering <number> moth warranty <hashtag> ps4pro </hashtag> <hashtag> shocking </hashtag> <hashtag> truth </hashtag> <hashtag> rip off </hashtag>	-2
ok , it seems there is still hope in <allcaps> bsnl </allcaps> :slightly_smiling_face: \ nnow , bb speed is ok :slightly_smiling_face: \ nbut i will not thank and elate much lest it be gone again like before :neutral_face: :slightly_smiling_face:	0
chirp chirp ! what a beautiful white and red bird ! :bird:	1
<user> thought it ' d be fun and it is not fun but on the bright side i do not have to fight for parking	0
it ' s been <number> weeks and i still go through depression smh	-3
<user> <user> <user> huh ? we have a sprint coach ? we are the slowest team in the comp . talk about robbing a living . <hashtag> outrage </hashtag>	-3
<user> <user> i wish , i really , truly wish , that i had just a modicum of your banter .	0
use your smile to change the world . do not let the world change your smile . ' <hashtag> quote </hashtag> <hashtag> actors life </hashtag> <hashtag> smile </hashtag> <hashtag> love </hashtag> <hashtag> hardwork pays off </hashtag> <hashtag> fun </hashtag>	3
one point : <allcaps> dsp </allcaps> claims yters lost half their viewership in <number> if they were not using direct capture . that ' s when the search changes happened	0
. <user> obama describes his temperament as ' steady & on the buoyant side . '	-2
- the joyous occasion of laughing at the ostentatious display of disrespect . bruce just scoffed at the entire scene . this wasn ' t batman ’ s -	0
the current run of superman continues to be a delight ! you can feel the love poured into it by everone on the creative team <hashtag> superman </hashtag>	3
come to the <user> fundraiser this fri . at <time> <user> . because <hashtag> pie </hashtag> + <hashtag> face </hashtag> = !	1
<user> <user> that is noah ark , it ' s a terrific design .	0
i am a cheery ghost .	1
did you know that the sparkling letters in super mario galaxy spell out <allcaps> u r mr gay </allcaps>	0
<user> red heads are more fiery .	0
solid starts by <hashtag> bozzelli </hashtag> and <hashtag> ben evans </hashtag> . hoping for a good <hashtag> start </hashtag> !	2
relive vegas ' heyday with rat pack tribute	0
<user> it ' s buzzing pathetically for sympathy if you let it out it will twirl it ' s moustache , chuckle and sting you <hashtag> psychowasp </hashtag>	0
job interview in the afternoon <hashtag> ek </hashtag>	0
today i answered a call from a college rep who did not realize i did , and i got to hear part of his lively debate about if evolution is real .	0
i have got some new pens to break in . name an animated series and i will draw you in that style :crayon:	1
if i spend more than <money> in shimmy on <money> drinks i will be raging , but we all know it ' s gonna happen	-2
<hashtag> terrible debate questions </hashtag> has given me so many laughs this afternoon ! thanks twitter ! <hashtag> clever people </hashtag>	3
just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next . this life sef	-1
i thought i got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious	1
i seriously hope these chances celtic are missing are going to come back to haunt them with an alloa sucker punch	-1
i cant live anymore my roblox got termianted :(((((((((((((((((((((((( <hashtag> sad </hashtag> <hashtag> kill me </hashtag> <hashtag> lol </hashtag> <hashtag> roblox gamer </hashtag>	-3
<user> * connie came back in * hey you seem a bit more lively	0
in my dream . <repeated> they were trying to steal my kidney ! <repeated> <hashtag> black market </hashtag> <hashtag> why did i watch that </hashtag>	-2
obama admin rejects texas plan to have refugees vetted for terrorism so texas pulls of of fed refugee resettlement program . aiding .	-2
just joined <hashtag> pottermore </hashtag> and was sorted into <allcaps> hufflepuff </allcaps> :pouting_face: :pouting_face: :pouting_face:	-2
impractical jokers . <repeated> practically genius ! <repeated> <user> <hashtag> laughter </hashtag> <hashtag> good 4 the soul </hashtag> <hashtag> impractical jokers </hashtag> <hashtag> binge watching </hashtag>	2
<hashtag> nana </hashtag> <number> hoco bc my dream since freshman year awe :kissing_face_with_smiling_eyes: :red_heart: :red_heart: :red_heart: <user>	2
<user> he chirp	0
the ghost of stefano reflects on the grim indignity of being murdered by corrupt cops in faux love . <hashtag> days </hashtag>	0
just like there is a right way to pray , there is a right way to give - not grudgingly or of necessity , but cheerfully . <hashtag> w of icc </hashtag>	0
guy across from me in a really ugly suit cannot stop expressing his displeasure	-3
f breezy	1
turns out ' it ' wasn ' t even anything to be concerned about at all . im happy and a bit frustrated it took so long to get this answer .	0
bojack horseman : the saddest show ever written ? <repeated> <hashtag> depression </hashtag> <hashtag> season 1 </hashtag>	-3
dehydrated , exhausted , stressed but still blessed .	0
i want my highlight to be so bright that if i ever get lost and someone is looking for me in the dark , they will find me .	0
<hashtag> appreciate </hashtag> what you have & enjoy your life . \ nuse your <hashtag> smile </hashtag> :grinning_face_with_big_eyes: to help others use theirs . :smile:	2
what if . <repeated> the metro <allcaps> lrt </allcaps> went over the walterdale ? ! <repeated> :face_with_tears_of_joy: <hashtag> yeg </hashtag>	1
<user> we love you ! <hashtag> hilarious </hashtag> we are looking forward to so much more ! <hashtag> kudos </hashtag> on the <hashtag> pilot </hashtag> <user> <hashtag> speechless </hashtag>	3
a former diplomat is quite gleeful about the situation of pakistan on <user> \ nnot quite stiff upper lip of diplomacy seen normally	-2
sigh . i got a b - . <repeated> <hashtag> depressing </hashtag>	-3
<user> trust me dear , if you want to make anything invisible , hang a wet paint on it , and hilarity will ensue .	1
asked one thing from our guys tonight and got it ! <hashtag> happy </hashtag> <hashtag> proud </hashtag> <hashtag> disappointed </hashtag> - <allcaps> that is football </allcaps> <hashtag> time to climb the table </hashtag>	0
when we give cheerfully and accept gratefully , everyone is blessed . » maya angelou	2
when you are prof suggest <user> and william james may be unlikely dialogue partners and then plays the <hashtag> happy </hashtag> video <hashtag> we are cst </hashtag>	1
be strong , independant and practical . stop living in your world of fantasy . snap out of it . the faster u get used to the reality , the better	0
beats is accurately all - powerful with respect to high - quality high - frequency speaker in re the extra desolate relating to fire - ea : …	0
<user> i was pretty sure it was a golden ticket . get a tour . make a mistake . something horrific will happen to you . good day sir .	0
<user> <user> ha . right . i am from san jose , ca , and i was offended right there with you . dave , go on a walk or something next time .	-2
<user> sweet ! <hashtag> optimism </hashtag>	1
repeal / remove the ' johnson amendment ' . it is a direct affront to the first amendment of the constitution .	-1
so they <hashtag> threaten </hashtag> to kill <hashtag> kapernick </hashtag> for <allcaps> kneeling </allcaps> . i say every athlete just stop playing until social justice and equality comes forth .	-2
<user> love that jordy <hashtag> revenge </hashtag> :soccer_ball: ️	0
mind if i tag along ? ' she asked cheerfully , sweeping a lock of hair behind her ear . ' i want to see if you have really got • <user>	0
everyone hates twice , and i kinda did too but they got bops i am bumping rn to cheer up	0
just watched django unchained , other people may frown , but i titter in delight ! <number> / <number>	1
i just want to let everyone out there know you are wonderful people ! <hashtag> be yourself </hashtag> <hashtag> late night </hashtag> <hashtag> compliment </hashtag> <hashtag> be happy </hashtag>	3
<user> bc it ' s a gloomy day tony	-3
<user> my adorable and cheerful daughter \ nalways pouring positivity green goo on me \ ndare hurt her and you will see hell / / growls \ n \ n <hashtag> panda bot </hashtag>	1
<user> you will be pleased to know my family are blues	0
are you lost in the fury , fearing that you will fail ?	-2
some of the casuals tweets that vic has faved are making me gag <hashtag> bitter </hashtag>	-3
<user> <allcaps> tonight </allcaps> . legit can not wait to rage :sign_of_the_horns: :pale: :sign_of_the_horns: :pale: :sign_of_the_horns: :pale: :sign_of_the_horns: :pale: :sign_of_the_horns: :pale: :fire:	-2
ya boy gets mad tired of pine trees	-1
mc : what are you listen to these days ? \ nbogum : these days i feel gloomy , i listen to ccm ( spiritual song ) often . \ n \ nchurch oppa mode . <happy>	-1
<user> i can not help but feel melancholic !	-2
<user> i assure you there is no laughter , but increasing anger at the costs , and arrogance of westminster .	-3
:weary_face: :weary_face: :weary_face: :weary_face: heads melted , very tired but can not sleep . <hashtag> nightmare </hashtag>	-3
<user> this is why i think his pre prepped debate answers have the potential for hilarity	0
once again the only thing on my feed is naay raging about something and my brother filling in all the gaps	-2
women do not like girls because we resent them for looking so great / we wish we still looked like that <hashtag> washed </hashtag>	0
the outrage has passed and has been replaced by a mute , fatalistic acceptance of the current situation . <hashtag> fatalism </hashtag>	-2
<hashtag> sports </hashtag> top seed johnson chases double delight at tour championship	0
<user> happy birthday sweety . <repeated> sweet <number> hun hope u have a wonderful day and a wondrful joyful year better than the last one , luv u :heart_suit:	3
<user> covering milo might make sense — not much , even at that — but celebrating him as puckish is cooperation in something ghastly .	-2
aidy : * has a physics question *\ naidy : ' . <repeated> ok , i am not gonna ask tristan cause i do not wanna aggravate her '	-2
<hashtag> meogys daily vocab enhancment </hashtag> elation : quality or state of being elated ; feeling or state of great joy or pride	1
i can not pull myself out of depression	-3
<user> lol . love it when you aggravate juan . keep up the good work . lol	0
<user> <allcaps> aww </allcaps> . i had a maine coon when i was little named ted eddy the wonder cat . they are such good cats ! very playful and sweet	1
<user> please fire don lemon ! <repeated> do not let him report on anymore protest . he is <hashtag> horrible </hashtag> <hashtag> negative </hashtag> and runs away from the issue at hand !	-3
<user> cheering for <user> and <user>	1
<user> afternoon delight	1
<user> no greater wrath than a woman scorned .	-2
when my friends send me ballons and fireworks through text . <repeated> <hashtag> amazing </hashtag>	3
<user> loved <hashtag> sing </hashtag> <hashtag> tiff </hashtag> but <number> q there is <number> japanese line but obviously spoken by non japanese . no way to find japanese for <number> line ?	0
i would like to congratulate the people of saudi arabia a happy and a joyous national day . may you all have a great time ! <hashtag> اليوم الوطني </hashtag>	2
you know you are in love when all you can do is smile whenever you talk about how he is to someone .	1
traditionalists say it should be bored by or bored with , but not bored of , a ' rule ' cheerfully ignored	0
<user> ' drunken patroons ' make this whole situation much more jovial though .	0
i understand now . <repeated> if it ' s not pleasing to the ear . <repeated> then it ain ' t what you want ! i am so so tired ! <repeated>	-3
optimism leads to success . - bill kerr <user> <hashtag> success </hashtag> <hashtag> optimism </hashtag> <hashtag> goals </hashtag>	1
being stuck in the roof of your house provides amazing view but sheer terror of falling down , kinda like life	0
you forever straight so fix that frown u good :smiling_face_with_halo: <user>	1
mon celtic , give us something to cheer - place is empty , soaked & its my wee nephew ' s birthday ffs , started well , now dropped off .	0
<number> person of renown cheerful expectation solutions - pleasure principle back : hsnhzmjsc	1
<user> oh so that ' s where brian was ! where was my invite ? <hashtag> offended </hashtag>	-3
why does having anxiety drain some much of your energy <hashtag> anxiety </hashtag> <hashtag> so tired </hashtag> <hashtag> need to sleep for hours </hashtag>	-1
<user> <user> <user> tamra would f her up if she swung on tamra \ nkelly is a piece of :pile_of_poo: <hashtag> needs to be admitted </hashtag>	-2
i aspire to have val ' s self confidence and optimism tbh :clapping_hands: :sparkling_heart: <hashtag> gbbo </hashtag>	2
<hashtag> scorpio </hashtag> ' s can withdraw to a quiet place after being hurt , only to think of a plan to sting back .	-2
circle k is dead to me . i hate your new slushie machine . <hashtag> livid </hashtag>	-2
if i were assured of your eventual destruction i would , in the interests of the public , cheerfully accept my own . ' sherlock holmes	0
on the bright side with youtube heroes leafy will finally get banned	0
<user> breezy luv <elongated>	1
i love looking at my old statuses on facebook . the one i have from four years ago on this day was about <hashtag> glee </hashtag> . i had so many opinions . <repeated>	1
incredible that anthony weiner has been caught chasing a busty milkmaid across a park at double speed while jaunty music plays	-1
<user> <user> <allcaps> yes </allcaps> ! i am rejoicing	3
<user> any other election , fine vote 3 rd party as useless as it is but not this one . i hesitate to say it ' d be selfish but . <repeated>	-2
<user> <user> <hashtag> nhlnycsweepstakes </hashtag> having fun watching team north america and cheering team canada !	2
hey <user> why can i only see <number> sent emails ? where ' s the thousands gone ?	-2
heard of panic ! at the disco ? how about kach - ing ! at the <allcaps> atm </allcaps>	-1
<user> : i can not find my patronus , the website does not work , i can not even see the questions . <repeated> <hashtag> sadness </hashtag> . <repeated>	-3
in geometry today hannah started crying of laughter because ms . canning said ' pp ' lol	2
i ' d rather dump gasoline all over myself and run into a burning building than use excel .	-2
<user> <user> so in your opinion is this the worst delhi govt ? <hashtag> acrid </hashtag> <hashtag> hypocrisy </hashtag>	-2
<user> my heart actually sunk lol <elongated> i was so confused	-2
<user> <user> tell that to your bodies cheering on the deaths of black people by cops . their fear is killing us .	-2
<user> i am <number> days sober do not wanna ruin it	0
a <number> yr old man threw a saucepan of boiling water at a garda , & then hit the garda with the shaft of a brush . <repeated> letterkenny district court .	-2
<user> thank you for the <hashtag> follow </hashtag> . looking forward to your tweets as they look entertaining ! <hashtag> social media </hashtag>	3
ppl like that irritate my soul	-2
<user> - the hunter in this way , content and joyous in simple , domestic bliss ? i cannot wait for word of who you truly are to -	1
fam what seems more fun for a photo booth : being able to instantly post to twitter or having to wait till sober to see the hot mess	0
sir , my concern is not whether god is on our side ; my greatest concern is to be on god ' s side , for god is always right . ' - abraham lincoln	0
yes mourinho , you really should stop speaking about refs ! and try cheering up a bit .	-1
<hashtag> bridget jones baby </hashtag> is the best thing i have seen in ages ! so funny , i have missed bridget ! <hashtag> love </hashtag> <hashtag> hilarious </hashtag> <hashtag> team mark </hashtag>	3
these people irritate tf out of me i swear :face_with_rolling_eyes: i am goin to sleep :victory_hand: :brown: ️	-3
:collision: :justice: yeah ‼️ <allcaps> paul </allcaps> ‼️ :justice: :collision: <hashtag> glorious </hashtag> <hashtag> bb 18 </hashtag>	1
<user> <user> <hashtag> smiling </hashtag> doesnt necessary means your happy . sometimes it just means you are strong !	0
whatever you decide to do make sure it makes you <hashtag> happy </hashtag> .	1
some erykah badu to sedate me :two_hearts:	1
<user> i totally understood his point , but we need a better messenger and the laughter just pissed me off ! :pouting_face:	-3
at the end of the day you gotta be <hashtag> happy </hashtag> for you .	2
girlfriends cooking me dinner again . spag blow it is , not to sure if she need my help :face_with_tears_of_joy: :face_with_tears_of_joy: <hashtag> girlfriends </hashtag> <hashtag> happy </hashtag>	3
candice ' s pout gets more preposterous by the week . this week it ' s gone a bit jack nicholson ' s joker . <hashtag> gbbo </hashtag>	-2
<user> it ' s <number> . cannot dm you as we do not follow each other . not such a <hashtag> party </hashtag> <hashtag> fail </hashtag> <hashtag> let down </hashtag>	-2
thinking about trying some comedy on youtube . always been fond of it . time to nut up . <hashtag> laughter </hashtag> <hashtag> comedy </hashtag> <hashtag> maybe one day </hashtag> <hashtag> hopefully funny </hashtag> <hashtag> lol </hashtag>	3
since the ' update ' my <user> loses power nearly <percent> faster .	-2
too many are on their ' yeah , the thing going on with cops shooting innocent people is sad - but just not in my backyard , so . <repeated> ' <hashtag> blm </hashtag>	-3
<user> gud morning sir , , keep smiling !	2
<user> <user> i respect when someone can give a second chance to a movie they are not a fan of . why <hashtag> horror </hashtag> is diverse .	0
<user> haha , horrific is all that needs to be said . glad i am away to spain on sat so missing game :tropical_drink: :pizza: :beer_mug: ☉ ☉	0
the ppl on here defending cops as they continue to kill innocent ppl or ppl who are not innocent but clearly cooperate irritate tf outta me	-2
mate the thing i get excited about in my profession are mad . a client said she opened her bowels , i am rejoicing	2
<user> happy birthday to the most beautiful cheerful sister ever , llnp :two_hearts: :heavy_heart_exclamation: :party_popper:	3
<user> seriously . digging those eyebrows .	0
wine drunk is the worst version of myself ffs , do not even remember seeing basshunter	-3
* violently screams at the four winds * <allcaps> we aint ever getting older </allcaps> * cute jovial rhythm starts * * moves hips along and waves arms in the air *	1
<user> hahahahahaha ! <repeated> oh gosh . you are hilarious . a black man trying to keep racism alive . get out of here man .	2
<user> he just has that way of thinking , he wants absolute hope born from absolute despair .	-1
my ukulele bag has fallen apart . :neutral_face: <allcaps> well <elongated> at least </allcaps> my life has not yet ! <repeated>	0
<user> your gunna make me cry , i need a glee day	-1
hey <user> why can i only see <number> sent emails ? where ' s the thousands gone ? <hashtag> panic </hashtag>	-2
myself that despite the absolute delight my children and i would feel having a kitten in our home , the misery my husband would feel is more .	-1
super shitting it about this tattoo <hashtag> nervous </hashtag>	-2
i love those <hashtag> memories </hashtag> that randomly pop \ ninto my head , have me <hashtag> smiling </hashtag> like an \ n <hashtag> idiot </hashtag> for ages 󾌴	3
smiling through the stress <happy> <happy> <happy> <happy> <happy> <happy> <sad> <sad> <sad> <sad> <sad> <sad> <sad>	0
my future must be bright af .	1
<allcaps> why tf do broke boys keep tryna find gf </allcaps> ' s ? <allcaps> get ur fuckin </allcaps> $$ $ <allcaps> right </allcaps> b4 <allcaps> i smack yo bitchass </allcaps> , she deserves 2 be happy & u do not deserve that ass	-2
every single problem we ever face can be solved with a nice blend patience and optimism	0
<user> just play rappers delight and have a <number> minute kip	0
<user> looks that way . but let us think about rohan last week . <repeated> <hashtag> optimism </hashtag>	2
this night is sparkling do not you let it go , \ ni ' m wonder struck , \ nblushing on the way home . '	1
some say my lover is a pale green light \ nhe hovers high where the moon shines bright	1
got to be up in <number> hours to go back to work <hashtag> can t sleep </hashtag> <hashtag> excited </hashtag>	2
<user> but sadly he missed some crucial and important points . indian terrorism in pk , kal boshan , etc . <repeated> raw involvement	-2
light shining thru a clear sparkling stream of piss , is a sight women will never know of ( also tells tht system ure system is healthy )	0
